time,n.risk,n.event,n.censor,est,std.error,ucl,lcl,Method,Cancer,Age,Gender
0.18904,107286,24,41,0.98954,0.00031,0.99014,0.98894,Observed,BreastCancer,All,Both
0.19178,107221,15,45,0.9894,0.00031,0.99001,0.9888,Observed,BreastCancer,All,Both
0.19452,107161,13,51,0.98928,0.00031,0.98989,0.98867,Observed,BreastCancer,All,Both
0.19726,107097,10,6,0.98919,0.00032,0.9898,0.98858,Observed,BreastCancer,All,Both
0.2,107081,16,8,0.98904,0.00032,0.98966,0.98843,Observed,BreastCancer,All,Both
0.20274,107057,9,43,0.98896,0.00032,0.98958,0.98834,Observed,BreastCancer,All,Both
0.20548,107005,26,32,0.98872,0.00032,0.98935,0.98809,Observed,BreastCancer,All,Both
0.20822,106947,8,33,0.98865,0.00032,0.98927,0.98802,Observed,BreastCancer,All,Both
0.21096,106906,9,49,0.98856,0.00033,0.98919,0.98793,Observed,BreastCancer,All,Both
0.2137,106848,12,42,0.98845,0.00033,0.98908,0.98782,Observed,BreastCancer,All,Both
0.21644,106794,9,11,0.98837,0.00033,0.989,0.98773,Observed,BreastCancer,All,Both
0.21918,106774,11,11,0.98827,0.00033,0.9889,0.98763,Observed,BreastCancer,All,Both
0.22192,106752,15,37,0.98813,0.00033,0.98877,0.98749,Observed,BreastCancer,All,Both
0.22466,106700,16,37,0.98798,0.00033,0.98863,0.98733,Observed,BreastCancer,All,Both
0.2274,106647,10,49,0.98789,0.00033,0.98854,0.98724,Observed,BreastCancer,All,Both
0.23014,106588,15,31,0.98775,0.00034,0.9884,0.9871,Observed,BreastCancer,All,Both
0.23288,106542,12,43,0.98764,0.00034,0.98829,0.98698,Observed,BreastCancer,All,Both
0.23562,106487,13,8,0.98752,0.00034,0.98817,0.98686,Observed,BreastCancer,All,Both
0.23836,106466,7,8,0.98745,0.00034,0.98811,0.98679,Observed,BreastCancer,All,Both
0.2411,106451,19,38,0.98727,0.00034,0.98794,0.98661,Observed,BreastCancer,All,Both
0.24384,106394,18,44,0.98711,0.00035,0.98778,0.98644,Observed,BreastCancer,All,Both
0.24658,106332,22,32,0.9869,0.00035,0.98758,0.98623,Observed,BreastCancer,All,Both
0.24932,106278,15,48,0.98676,0.00035,0.98744,0.98609,Observed,BreastCancer,All,Both
0.25205,106215,14,51,0.98663,0.00035,0.98732,0.98595,Observed,BreastCancer,All,Both
0.25479,106150,7,14,0.98657,0.00035,0.98725,0.98589,Observed,BreastCancer,All,Both
0.25753,106129,13,4,0.98645,0.00035,0.98713,0.98576,Observed,BreastCancer,All,Both
0.26027,106112,9,31,0.98636,0.00036,0.98705,0.98568,Observed,BreastCancer,All,Both
0.26301,106072,10,48,0.98627,0.00036,0.98696,0.98558,Observed,BreastCancer,All,Both
0.26575,106014,13,44,0.98615,0.00036,0.98684,0.98546,Observed,BreastCancer,All,Both
0.26849,105957,15,34,0.98601,0.00036,0.98671,0.98531,Observed,BreastCancer,All,Both
0.27123,105908,10,48,0.98592,0.00036,0.98662,0.98522,Observed,BreastCancer,All,Both
0.27397,105850,12,10,0.98581,0.00036,0.98651,0.9851,Observed,BreastCancer,All,Both
0.27671,105828,13,4,0.98568,0.00036,0.98639,0.98498,Observed,BreastCancer,All,Both
0.27945,105811,15,37,0.98555,0.00037,0.98625,0.98484,Observed,BreastCancer,All,Both
0.28219,105759,11,40,0.98544,0.00037,0.98615,0.98473,Observed,BreastCancer,All,Both
0.28493,105708,10,37,0.98535,0.00037,0.98606,0.98464,Observed,BreastCancer,All,Both
0.28767,105661,15,44,0.98521,0.00037,0.98593,0.98449,Observed,BreastCancer,All,Both
0.29041,105602,9,46,0.98513,0.00037,0.98584,0.98441,Observed,BreastCancer,All,Both
0.29315,105547,14,13,0.98499,0.00037,0.98572,0.98427,Observed,BreastCancer,All,Both
0.29589,105520,10,7,0.9849,0.00038,0.98563,0.98418,Observed,BreastCancer,All,Both
0.29863,105503,7,43,0.98484,0.00038,0.98556,0.98411,Observed,BreastCancer,All,Both
0.30137,105453,14,42,0.98471,0.00038,0.98543,0.98398,Observed,BreastCancer,All,Both
0.30411,105397,15,44,0.98457,0.00038,0.9853,0.98383,Observed,BreastCancer,All,Both
0.30685,105338,11,42,0.98446,0.00038,0.9852,0.98373,Observed,BreastCancer,All,Both
0.30959,105285,9,56,0.98438,0.00038,0.98511,0.98364,Observed,BreastCancer,All,Both
0.31233,105220,15,11,0.98424,0.00038,0.98498,0.9835,Observed,BreastCancer,All,Both
0.31507,105194,16,10,0.98409,0.00039,0.98483,0.98335,Observed,BreastCancer,All,Both
0.31781,105168,15,50,0.98395,0.00039,0.98469,0.9832,Observed,BreastCancer,All,Both
0.32055,105103,5,43,0.9839,0.00039,0.98465,0.98315,Observed,BreastCancer,All,Both
0.32329,105055,11,36,0.9838,0.00039,0.98455,0.98305,Observed,BreastCancer,All,Both
0.32603,105008,13,38,0.98368,0.00039,0.98443,0.98292,Observed,BreastCancer,All,Both
0.32877,104957,10,38,0.98358,0.00039,0.98434,0.98283,Observed,BreastCancer,All,Both
0.33151,104909,15,4,0.98344,0.00039,0.9842,0.98268,Observed,BreastCancer,All,Both
0.33425,104890,11,23,0.98334,0.00039,0.9841,0.98258,Observed,BreastCancer,All,Both
0.33699,104856,10,41,0.98324,0.0004,0.98401,0.98248,Observed,BreastCancer,All,Both
0.33973,104805,13,47,0.98312,0.0004,0.98389,0.98236,Observed,BreastCancer,All,Both
0.34247,104745,15,40,0.98298,0.0004,0.98375,0.98221,Observed,BreastCancer,All,Both
0.34521,104690,9,40,0.9829,0.0004,0.98367,0.98213,Observed,BreastCancer,All,Both
0.34795,104641,13,14,0.98278,0.0004,0.98355,0.982,Observed,BreastCancer,All,Both
0.35068,104614,10,11,0.98268,0.0004,0.98346,0.98191,Observed,BreastCancer,All,Both
0.35342,104593,11,8,0.98258,0.0004,0.98336,0.9818,Observed,BreastCancer,All,Both
0.35616,104574,16,48,0.98243,0.00041,0.98321,0.98165,Observed,BreastCancer,All,Both
0.3589,104510,12,40,0.98232,0.00041,0.9831,0.98153,Observed,BreastCancer,All,Both
0.36164,104458,16,49,0.98216,0.00041,0.98295,0.98138,Observed,BreastCancer,All,Both
0.36438,104393,14,48,0.98203,0.00041,0.98282,0.98124,Observed,BreastCancer,All,Both
0.36712,104331,13,51,0.98191,0.00041,0.9827,0.98112,Observed,BreastCancer,All,Both
0.36986,104267,14,15,0.98178,0.00041,0.98257,0.98098,Observed,BreastCancer,All,Both
0.3726,104238,9,9,0.98169,0.00041,0.98249,0.9809,Observed,BreastCancer,All,Both
0.37534,104220,9,51,0.98161,0.00042,0.98241,0.98081,Observed,BreastCancer,All,Both
0.37808,104160,6,56,0.98155,0.00042,0.98235,0.98075,Observed,BreastCancer,All,Both
0.38082,104098,12,39,0.98144,0.00042,0.98224,0.98064,Observed,BreastCancer,All,Both
0.38356,104047,14,43,0.98131,0.00042,0.98211,0.9805,Observed,BreastCancer,All,Both
0.3863,103990,15,46,0.98117,0.00042,0.98198,0.98036,Observed,BreastCancer,All,Both
0.38904,103929,8,3,0.98109,0.00042,0.9819,0.98028,Observed,BreastCancer,All,Both
0.39178,103918,8,8,0.98101,0.00042,0.98183,0.9802,Observed,BreastCancer,All,Both
0.39452,103902,17,36,0.98085,0.00042,0.98167,0.98004,Observed,BreastCancer,All,Both
0.39726,103849,12,44,0.98074,0.00043,0.98156,0.97992,Observed,BreastCancer,All,Both
0.4,103793,21,50,0.98054,0.00043,0.98137,0.97972,Observed,BreastCancer,All,Both
0.40274,103722,6,36,0.98049,0.00043,0.98131,0.97966,Observed,BreastCancer,All,Both
0.40548,103680,9,40,0.9804,0.00043,0.98123,0.97958,Observed,BreastCancer,All,Both
0.40822,103631,12,7,0.98029,0.00043,0.98112,0.97946,Observed,BreastCancer,All,Both
0.41096,103612,10,7,0.98019,0.00043,0.98102,0.97936,Observed,BreastCancer,All,Both
0.4137,103595,13,46,0.98007,0.00043,0.9809,0.97924,Observed,BreastCancer,All,Both
0.41644,103536,6,36,0.98001,0.00043,0.98085,0.97918,Observed,BreastCancer,All,Both
0.41918,103494,8,63,0.97994,0.00043,0.98077,0.9791,Observed,BreastCancer,All,Both
0.42192,103423,11,47,0.97983,0.00044,0.98067,0.979,Observed,BreastCancer,All,Both
0.42466,103365,9,46,0.97975,0.00044,0.98059,0.97891,Observed,BreastCancer,All,Both
0.4274,103310,10,10,0.97965,0.00044,0.98049,0.97881,Observed,BreastCancer,All,Both
0.43014,103290,15,10,0.97951,0.00044,0.98035,0.97867,Observed,BreastCancer,All,Both
0.43288,103265,6,40,0.97945,0.00044,0.9803,0.97861,Observed,BreastCancer,All,Both
0.43562,103219,11,43,0.97935,0.00044,0.9802,0.9785,Observed,BreastCancer,All,Both
0.43836,103165,12,53,0.97924,0.00044,0.98009,0.97839,Observed,BreastCancer,All,Both
0.4411,103100,11,35,0.97913,0.00044,0.97998,0.97828,Observed,BreastCancer,All,Both
0.44384,103054,7,25,0.97906,0.00044,0.97992,0.97821,Observed,BreastCancer,All,Both
0.44658,103022,5,7,0.97902,0.00045,0.97987,0.97816,Observed,BreastCancer,All,Both
0.44932,103010,9,8,0.97893,0.00045,0.97979,0.97808,Observed,BreastCancer,All,Both
0.45205,102993,13,47,0.97881,0.00045,0.97967,0.97795,Observed,BreastCancer,All,Both
0.45479,102933,11,35,0.9787,0.00045,0.97956,0.97784,Observed,BreastCancer,All,Both
0.45753,102887,15,56,0.97856,0.00045,0.97942,0.9777,Observed,BreastCancer,All,Both
0.46027,102816,13,41,0.97844,0.00045,0.9793,0.97757,Observed,BreastCancer,All,Both
0.46301,102762,14,34,0.9783,0.00045,0.97917,0.97744,Observed,BreastCancer,All,Both
0.46575,102714,18,7,0.97813,0.00045,0.979,0.97726,Observed,BreastCancer,All,Both
0.46849,102689,14,8,0.978,0.00046,0.97887,0.97712,Observed,BreastCancer,All,Both
0.47123,102667,7,29,0.97793,0.00046,0.97881,0.97706,Observed,BreastCancer,All,Both
0.47397,102631,15,38,0.97779,0.00046,0.97867,0.97691,Observed,BreastCancer,All,Both
0.47671,102578,9,40,0.9777,0.00046,0.97858,0.97682,Observed,BreastCancer,All,Both
0.47945,102529,13,40,0.97758,0.00046,0.97846,0.9767,Observed,BreastCancer,All,Both
0.48219,102476,13,22,0.97746,0.00046,0.97834,0.97657,Observed,BreastCancer,All,Both
0.48493,102441,7,9,0.97739,0.00046,0.97828,0.9765,Observed,BreastCancer,All,Both
0.48767,102425,12,13,0.97727,0.00046,0.97816,0.97639,Observed,BreastCancer,All,Both
0.49041,102400,8,29,0.9772,0.00046,0.97809,0.97631,Observed,BreastCancer,All,Both
0.49315,102363,10,41,0.9771,0.00047,0.97799,0.97621,Observed,BreastCancer,All,Both
0.49589,102312,14,41,0.97697,0.00047,0.97786,0.97607,Observed,BreastCancer,All,Both
0.49863,102257,11,37,0.97686,0.00047,0.97776,0.97597,Observed,BreastCancer,All,Both
0.50137,102209,9,41,0.97678,0.00047,0.97768,0.97588,Observed,BreastCancer,All,Both
0.50411,102159,16,20,0.97662,0.00047,0.97753,0.97572,Observed,BreastCancer,All,Both
0.50685,102123,5,10,0.97658,0.00047,0.97748,0.97567,Observed,BreastCancer,All,Both
0.50959,102108,10,33,0.97648,0.00047,0.97739,0.97558,Observed,BreastCancer,All,Both
0.51233,102065,10,55,0.97639,0.00047,0.97729,0.97548,Observed,BreastCancer,All,Both
0.51507,102000,10,40,0.97629,0.00047,0.9772,0.97538,Observed,BreastCancer,All,Both
0.51781,101950,8,46,0.97621,0.00048,0.97712,0.9753,Observed,BreastCancer,All,Both
0.52055,101896,11,50,0.97611,0.00048,0.97702,0.9752,Observed,BreastCancer,All,Both
0.52329,101835,15,7,0.97596,0.00048,0.97688,0.97505,Observed,BreastCancer,All,Both
0.52603,101813,13,6,0.97584,0.00048,0.97676,0.97492,Observed,BreastCancer,All,Both
0.52877,101794,14,43,0.9757,0.00048,0.97662,0.97479,Observed,BreastCancer,All,Both
0.53151,101737,7,34,0.97564,0.00048,0.97656,0.97472,Observed,BreastCancer,All,Both
0.53425,101696,12,38,0.97552,0.00048,0.97645,0.9746,Observed,BreastCancer,All,Both
0.53699,101646,15,46,0.97538,0.00048,0.9763,0.97445,Observed,BreastCancer,All,Both
0.53973,101585,5,43,0.97533,0.00048,0.97626,0.9744,Observed,BreastCancer,All,Both
0.54247,101537,6,8,0.97527,0.00049,0.9762,0.97435,Observed,BreastCancer,All,Both
0.54521,101523,16,5,0.97512,0.00049,0.97605,0.97419,Observed,BreastCancer,All,Both
0.54795,101502,11,46,0.97501,0.00049,0.97595,0.97408,Observed,BreastCancer,All,Both
0.55068,101445,9,33,0.97493,0.00049,0.97586,0.97399,Observed,BreastCancer,All,Both
0.55342,101403,13,47,0.9748,0.00049,0.97574,0.97387,Observed,BreastCancer,All,Both
0.55616,101343,10,40,0.97471,0.00049,0.97564,0.97377,Observed,BreastCancer,All,Both
0.5589,101293,10,43,0.97461,0.00049,0.97555,0.97367,Observed,BreastCancer,All,Both
0.56164,101240,12,7,0.97449,0.00049,0.97544,0.97355,Observed,BreastCancer,All,Both
0.56438,101221,8,7,0.97442,0.00049,0.97536,0.97347,Observed,BreastCancer,All,Both
0.56712,101206,9,56,0.97433,0.0005,0.97528,0.97339,Observed,BreastCancer,All,Both
0.56986,101141,14,47,0.9742,0.0005,0.97514,0.97325,Observed,BreastCancer,All,Both
0.5726,101080,11,39,0.97409,0.0005,0.97504,0.97314,Observed,BreastCancer,All,Both
0.57534,101030,12,48,0.97397,0.0005,0.97493,0.97302,Observed,BreastCancer,All,Both
0.57808,100970,3,41,0.97394,0.0005,0.9749,0.97299,Observed,BreastCancer,All,Both
0.58082,100926,10,12,0.97385,0.0005,0.9748,0.97289,Observed,BreastCancer,All,Both
0.58356,100904,11,11,0.97374,0.0005,0.9747,0.97279,Observed,BreastCancer,All,Both
0.5863,100882,6,37,0.97368,0.0005,0.97464,0.97273,Observed,BreastCancer,All,Both
0.58904,100839,9,36,0.9736,0.0005,0.97456,0.97264,Observed,BreastCancer,All,Both
0.59178,100794,14,25,0.97346,0.0005,0.97442,0.9725,Observed,BreastCancer,All,Both
0.59452,100755,8,49,0.97338,0.0005,0.97435,0.97242,Observed,BreastCancer,All,Both
0.59726,100698,14,13,0.97325,0.00051,0.97422,0.97228,Observed,BreastCancer,All,Both
0.6,100671,12,9,0.97313,0.00051,0.9741,0.97217,Observed,BreastCancer,All,Both
0.60274,100650,12,3,0.97302,0.00051,0.97399,0.97205,Observed,BreastCancer,All,Both
0.60548,100635,8,48,0.97294,0.00051,0.97391,0.97197,Observed,BreastCancer,All,Both
0.60822,100579,11,43,0.97283,0.00051,0.97381,0.97186,Observed,BreastCancer,All,Both
0.61096,100525,11,54,0.97273,0.00051,0.9737,0.97175,Observed,BreastCancer,All,Both
0.6137,100460,6,36,0.97267,0.00051,0.97365,0.97169,Observed,BreastCancer,All,Both
0.61644,100418,10,27,0.97257,0.00051,0.97355,0.9716,Observed,BreastCancer,All,Both
0.61918,100381,14,1,0.97244,0.00051,0.97342,0.97146,Observed,BreastCancer,All,Both
0.62192,100366,15,9,0.97229,0.00052,0.97327,0.97131,Observed,BreastCancer,All,Both
0.62466,100342,11,32,0.97218,0.00052,0.97317,0.9712,Observed,BreastCancer,All,Both
0.6274,100299,13,44,0.97206,0.00052,0.97305,0.97107,Observed,BreastCancer,All,Both
0.63014,100242,7,43,0.97199,0.00052,0.97298,0.971,Observed,BreastCancer,All,Both
0.63288,100192,6,29,0.97193,0.00052,0.97292,0.97094,Observed,BreastCancer,All,Both
0.63562,100157,9,34,0.97185,0.00052,0.97284,0.97086,Observed,BreastCancer,All,Both
0.63836,100114,9,8,0.97176,0.00052,0.97275,0.97077,Observed,BreastCancer,All,Both
0.6411,100097,5,8,0.97171,0.00052,0.9727,0.97072,Observed,BreastCancer,All,Both
0.64384,100084,11,36,0.9716,0.00052,0.9726,0.97061,Observed,BreastCancer,All,Both
0.64658,100037,13,50,0.97148,0.00052,0.97247,0.97048,Observed,BreastCancer,All,Both
0.64932,99974,12,57,0.97136,0.00052,0.97236,0.97036,Observed,BreastCancer,All,Both
0.65205,99905,10,32,0.97126,0.00053,0.97226,0.97026,Observed,BreastCancer,All,Both
0.65479,99863,12,10,0.97115,0.00053,0.97215,0.97014,Observed,BreastCancer,All,Both
0.65753,99841,10,4,0.97105,0.00053,0.97205,0.97004,Observed,BreastCancer,All,Both
0.66027,99827,13,13,0.97092,0.00053,0.97193,0.96992,Observed,BreastCancer,All,Both
0.66301,99801,12,39,0.97081,0.00053,0.97181,0.9698,Observed,BreastCancer,All,Both
0.66575,99750,10,48,0.97071,0.00053,0.97172,0.9697,Observed,BreastCancer,All,Both
0.66849,99692,10,60,0.97061,0.00053,0.97162,0.9696,Observed,BreastCancer,All,Both
0.67123,99622,11,65,0.9705,0.00053,0.97152,0.96949,Observed,BreastCancer,All,Both
0.67397,99546,7,42,0.97044,0.00053,0.97145,0.96942,Observed,BreastCancer,All,Both
0.67671,99497,5,4,0.97039,0.00053,0.9714,0.96937,Observed,BreastCancer,All,Both
0.67945,99488,11,5,0.97028,0.00054,0.9713,0.96926,Observed,BreastCancer,All,Both
0.68219,99472,16,43,0.97012,0.00054,0.97114,0.9691,Observed,BreastCancer,All,Both
0.68493,99413,15,35,0.96998,0.00054,0.971,0.96895,Observed,BreastCancer,All,Both
0.68767,99363,13,33,0.96985,0.00054,0.97088,0.96882,Observed,BreastCancer,All,Both
0.69041,99317,10,39,0.96975,0.00054,0.97078,0.96873,Observed,BreastCancer,All,Both
0.69315,99268,8,49,0.96967,0.00054,0.9707,0.96865,Observed,BreastCancer,All,Both
0.69589,99211,10,7,0.96958,0.00054,0.97061,0.96855,Observed,BreastCancer,All,Both
0.69863,99194,8,7,0.9695,0.00054,0.97053,0.96847,Observed,BreastCancer,All,Both
0.70137,99179,4,42,0.96946,0.00054,0.97049,0.96843,Observed,BreastCancer,All,Both
0.70411,99133,12,45,0.96934,0.00054,0.97038,0.96831,Observed,BreastCancer,All,Both
0.70685,99076,4,37,0.9693,0.00054,0.97034,0.96827,Observed,BreastCancer,All,Both
0.70959,99035,10,47,0.9692,0.00055,0.97024,0.96817,Observed,BreastCancer,All,Both
0.71233,98978,15,39,0.96906,0.00055,0.9701,0.96802,Observed,BreastCancer,All,Both
0.71507,98924,8,4,0.96898,0.00055,0.97002,0.96794,Observed,BreastCancer,All,Both
0.71781,98912,9,9,0.96889,0.00055,0.96993,0.96785,Observed,BreastCancer,All,Both
0.72055,98894,9,38,0.9688,0.00055,0.96985,0.96776,Observed,BreastCancer,All,Both
0.72329,98847,11,50,0.9687,0.00055,0.96974,0.96765,Observed,BreastCancer,All,Both
0.72603,98786,9,41,0.96861,0.00055,0.96965,0.96756,Observed,BreastCancer,All,Both
0.72877,98736,9,36,0.96852,0.00055,0.96957,0.96747,Observed,BreastCancer,All,Both
0.73151,98691,14,30,0.96838,0.00055,0.96943,0.96733,Observed,BreastCancer,All,Both
0.73425,98647,11,9,0.96827,0.00055,0.96933,0.96722,Observed,BreastCancer,All,Both
0.73699,98627,11,9,0.96817,0.00056,0.96922,0.96711,Observed,BreastCancer,All,Both
0.73973,98607,12,39,0.96805,0.00056,0.9691,0.96699,Observed,BreastCancer,All,Both
0.74247,98556,10,37,0.96795,0.00056,0.96901,0.96689,Observed,BreastCancer,All,Both
0.74521,98509,13,42,0.96782,0.00056,0.96888,0.96676,Observed,BreastCancer,All,Both
0.74795,98454,18,43,0.96764,0.00056,0.96871,0.96658,Observed,BreastCancer,All,Both
0.75068,98393,10,15,0.96755,0.00056,0.96861,0.96648,Observed,BreastCancer,All,Both
0.75342,98368,9,10,0.96746,0.00056,0.96852,0.96639,Observed,BreastCancer,All,Both
0.75616,98349,15,9,0.96731,0.00056,0.96838,0.96624,Observed,BreastCancer,All,Both
0.7589,98325,9,8,0.96722,0.00056,0.96829,0.96615,Observed,BreastCancer,All,Both
0.76164,98308,8,43,0.96714,0.00057,0.96821,0.96607,Observed,BreastCancer,All,Both
0.76438,98257,9,41,0.96705,0.00057,0.96813,0.96598,Observed,BreastCancer,All,Both
0.76712,98207,13,38,0.96693,0.00057,0.968,0.96585,Observed,BreastCancer,All,Both
0.76986,98156,10,43,0.96683,0.00057,0.9679,0.96575,Observed,BreastCancer,All,Both
0.7726,98103,10,14,0.96673,0.00057,0.96781,0.96565,Observed,BreastCancer,All,Both
0.77534,98079,2,4,0.96671,0.00057,0.96779,0.96563,Observed,BreastCancer,All,Both
0.77808,98073,7,31,0.96664,0.00057,0.96772,0.96556,Observed,BreastCancer,All,Both
0.78082,98035,13,43,0.96651,0.00057,0.96759,0.96543,Observed,BreastCancer,All,Both
0.78356,97979,11,46,0.9664,0.00057,0.96749,0.96532,Observed,BreastCancer,All,Both
0.7863,97922,4,42,0.96636,0.00057,0.96745,0.96528,Observed,BreastCancer,All,Both
0.78904,97876,13,33,0.96624,0.00057,0.96732,0.96515,Observed,BreastCancer,All,Both
0.79178,97830,7,14,0.96617,0.00057,0.96725,0.96508,Observed,BreastCancer,All,Both
0.79452,97809,8,11,0.96609,0.00057,0.96718,0.965,Observed,BreastCancer,All,Both
