time,est,lcl,ucl,Method,Cancer,Age,Gender
0.071232877,0.05325207,0.050462223,0.056196156,Observed,BreastCancer,All,Both
0.073972603,0.053142617,0.050377643,0.056059347,Observed,BreastCancer,All,Both
0.076712329,0.05303339,0.050293106,0.055922982,Observed,BreastCancer,All,Both
0.079452055,0.052924387,0.050208608,0.055787062,Observed,BreastCancer,All,Both
0.082191781,0.052815608,0.050124148,0.055651588,Observed,BreastCancer,All,Both
0.084931507,0.052707052,0.050039723,0.055516561,Observed,BreastCancer,All,Both
0.087671233,0.05259872,0.049955333,0.055381981,Observed,BreastCancer,All,Both
0.090410959,0.05249061,0.049870975,0.05524785,Observed,BreastCancer,All,Both
0.093150685,0.052382722,0.049786646,0.055114169,Observed,BreastCancer,All,Both
0.095890411,0.052275057,0.049702345,0.054980938,Observed,BreastCancer,All,Both
0.098630137,0.052167612,0.049618069,0.054848159,Observed,BreastCancer,All,Both
0.101369863,0.052060389,0.049533817,0.054715833,Observed,BreastCancer,All,Both
0.104109589,0.051953385,0.049449586,0.054583961,Observed,BreastCancer,All,Both
0.106849315,0.051846602,0.049365374,0.054452543,Observed,BreastCancer,All,Both
0.109589041,0.051740038,0.049281178,0.054321582,Observed,BreastCancer,All,Both
0.112328767,0.051633694,0.049196997,0.054191078,Observed,BreastCancer,All,Both
0.115068493,0.051527567,0.049112827,0.054061034,Observed,BreastCancer,All,Both
0.117808219,0.051421659,0.049028666,0.053931449,Observed,BreastCancer,All,Both
0.120547945,0.051315969,0.048944513,0.053802326,Observed,BreastCancer,All,Both
0.123287671,0.051210496,0.048860364,0.053673666,Observed,BreastCancer,All,Both
0.126027397,0.051105239,0.048776216,0.053545471,Observed,BreastCancer,All,Both
0.128767123,0.051000199,0.048692068,0.053417741,Observed,BreastCancer,All,Both
0.131506849,0.050895375,0.048607917,0.05329048,Observed,BreastCancer,All,Both
0.134246575,0.050790766,0.048523759,0.053163687,Observed,BreastCancer,All,Both
0.136986301,0.050686373,0.048439593,0.053037365,Observed,BreastCancer,All,Both
0.139726027,0.050582193,0.048355415,0.052911516,Observed,BreastCancer,All,Both
0.142465753,0.050478228,0.048271222,0.052786141,Observed,BreastCancer,All,Both
0.145205479,0.050374477,0.048187013,0.052661242,Observed,BreastCancer,All,Both
0.147945205,0.050270939,0.048102783,0.052536821,Observed,BreastCancer,All,Both
0.150684932,0.050167614,0.048018531,0.05241288,Observed,BreastCancer,All,Both
0.153424658,0.050064501,0.047934252,0.05228942,Observed,BreastCancer,All,Both
0.156164384,0.0499616,0.047849945,0.052166444,Observed,BreastCancer,All,Both
0.15890411,0.049858911,0.047765606,0.052043953,Observed,BreastCancer,All,Both
0.161643836,0.049756432,0.047681232,0.051921949,Observed,BreastCancer,All,Both
0.164383562,0.049654164,0.047596821,0.051800436,Observed,BreastCancer,All,Both
0.167123288,0.049552107,0.047512368,0.051679413,Observed,BreastCancer,All,Both
0.169863014,0.049450259,0.047427871,0.051558884,Observed,BreastCancer,All,Both
0.17260274,0.049348621,0.047343327,0.051438851,Observed,BreastCancer,All,Both
0.175342466,0.049247191,0.047258733,0.051319315,Observed,BreastCancer,All,Both
0.178082192,0.04914597,0.047174085,0.05120028,Observed,BreastCancer,All,Both
0.180821918,0.049044957,0.047089381,0.051081746,Observed,BreastCancer,All,Both
0.183561644,0.048944152,0.047004617,0.050963716,Observed,BreastCancer,All,Both
0.18630137,0.048843553,0.04691979,0.050846193,Observed,BreastCancer,All,Both
0.189041096,0.048743162,0.046834897,0.050729178,Observed,BreastCancer,All,Both
0.191780822,0.048642977,0.046749934,0.050612674,Observed,BreastCancer,All,Both
0.194520548,0.048542998,0.0466649,0.050496682,Observed,BreastCancer,All,Both
0.197260274,0.048443224,0.046579789,0.050381206,Observed,BreastCancer,All,Both
0.2,0.048343655,0.0464946,0.050266246,Observed,BreastCancer,All,Both
0.202739726,0.048244291,0.046409329,0.050151805,Observed,BreastCancer,All,Both
0.205479452,0.048145131,0.046323973,0.050037886,Observed,BreastCancer,All,Both
0.208219178,0.048046176,0.04623853,0.049924489,Observed,BreastCancer,All,Both
0.210958904,0.047947423,0.046152995,0.049811618,Observed,BreastCancer,All,Both
0.21369863,0.047848873,0.046067367,0.049699274,Observed,BreastCancer,All,Both
0.216438356,0.047750526,0.045981642,0.049587459,Observed,BreastCancer,All,Both
0.219178082,0.047652381,0.045895817,0.049476175,Observed,BreastCancer,All,Both
0.221917808,0.047554438,0.04580989,0.049365423,Observed,BreastCancer,All,Both
0.224657534,0.047456696,0.045723858,0.049255206,Observed,BreastCancer,All,Both
0.22739726,0.047359156,0.045637718,0.049145525,Observed,BreastCancer,All,Both
0.230136986,0.047261815,0.045551468,0.049036382,Observed,BreastCancer,All,Both
0.232876712,0.047164675,0.045465105,0.048927777,Observed,BreastCancer,All,Both
0.235616438,0.047067734,0.045378627,0.048819713,Observed,BreastCancer,All,Both
0.238356164,0.046970992,0.045292032,0.048712191,Observed,BreastCancer,All,Both
0.24109589,0.04687445,0.045205318,0.048605211,Observed,BreastCancer,All,Both
0.243835616,0.046778106,0.045118482,0.048498776,Observed,BreastCancer,All,Both
0.246575342,0.046681959,0.045031523,0.048392885,Observed,BreastCancer,All,Both
0.249315068,0.046586011,0.044944439,0.04828754,Observed,BreastCancer,All,Both
0.252054795,0.046490259,0.044857228,0.048182741,Observed,BreastCancer,All,Both
0.254794521,0.046394705,0.04476989,0.048078489,Observed,BreastCancer,All,Both
0.257534247,0.046299347,0.044682421,0.047974784,Observed,BreastCancer,All,Both
0.260273973,0.046204184,0.044594823,0.047871626,Observed,BreastCancer,All,Both
0.263013699,0.046109218,0.044507092,0.047769015,Observed,BreastCancer,All,Both
0.265753425,0.046014446,0.04441923,0.047666952,Observed,BreastCancer,All,Both
0.268493151,0.04591987,0.044331234,0.047565436,Observed,BreastCancer,All,Both
0.271232877,0.045825488,0.044243105,0.047464465,Observed,BreastCancer,All,Both
0.273972603,0.045731299,0.044154842,0.047364041,Observed,BreastCancer,All,Both
0.276712329,0.045637305,0.044066445,0.047264162,Observed,BreastCancer,All,Both
0.279452055,0.045543503,0.043977914,0.047164826,Observed,BreastCancer,All,Both
0.282191781,0.045449895,0.04388925,0.047066034,Observed,BreastCancer,All,Both
0.284931507,0.045356479,0.043800453,0.046967782,Observed,BreastCancer,All,Both
0.287671233,0.045263254,0.043711524,0.04687007,Observed,BreastCancer,All,Both
0.290410959,0.045170222,0.043622463,0.046772896,Observed,BreastCancer,All,Both
0.293150685,0.04507738,0.043533272,0.046676258,Observed,BreastCancer,All,Both
0.295890411,0.04498473,0.043443951,0.046580153,Observed,BreastCancer,All,Both
0.298630137,0.044892269,0.043354503,0.04648458,Observed,BreastCancer,All,Both
0.301369863,0.044799999,0.043264929,0.046389535,Observed,BreastCancer,All,Both
0.304109589,0.044707919,0.04317523,0.046295017,Observed,BreastCancer,All,Both
0.306849315,0.044616028,0.04308541,0.046201021,Observed,BreastCancer,All,Both
0.309589041,0.044524325,0.042995469,0.046107546,Observed,BreastCancer,All,Both
0.312328767,0.044432812,0.042905411,0.046014587,Observed,BreastCancer,All,Both
0.315068493,0.044341486,0.042815237,0.045922141,Observed,BreastCancer,All,Both
0.317808219,0.044250348,0.042724951,0.045830205,Observed,BreastCancer,All,Both
0.320547945,0.044159397,0.042634556,0.045738774,Observed,BreastCancer,All,Both
0.323287671,0.044068633,0.042544054,0.045647846,Observed,BreastCancer,All,Both
0.326027397,0.043978056,0.042453449,0.045557415,Observed,BreastCancer,All,Both
0.328767123,0.043887665,0.042362744,0.045467478,Observed,BreastCancer,All,Both
0.331506849,0.04379746,0.042271943,0.045378029,Observed,BreastCancer,All,Both
0.334246575,0.04370744,0.042181049,0.045289066,Observed,BreastCancer,All,Both
0.336986301,0.043617605,0.042090066,0.045200582,Observed,BreastCancer,All,Both
0.339726027,0.043527955,0.041998997,0.045112573,Observed,BreastCancer,All,Both
0.342465753,0.043438489,0.041907847,0.045025035,Observed,BreastCancer,All,Both
0.345205479,0.043349207,0.04181662,0.044937963,Observed,BreastCancer,All,Both
0.347945205,0.043260108,0.04172532,0.04485135,Observed,BreastCancer,All,Both
0.350684932,0.043171193,0.041633951,0.044765193,Observed,BreastCancer,All,Both
0.353424658,0.04308246,0.041542518,0.044679487,Observed,BreastCancer,All,Both
0.356164384,0.04299391,0.041451024,0.044594225,Observed,BreastCancer,All,Both
0.35890411,0.042905541,0.041359474,0.044509402,Observed,BreastCancer,All,Both
0.361643836,0.042817355,0.041267873,0.044425014,Observed,BreastCancer,All,Both
0.364383562,0.042729349,0.041176226,0.044341055,Observed,BreastCancer,All,Both
0.367123288,0.042641525,0.041084536,0.044257519,Observed,BreastCancer,All,Both
0.369863014,0.042553881,0.040992808,0.044174402,Observed,BreastCancer,All,Both
0.37260274,0.042466417,0.040901048,0.044091696,Observed,BreastCancer,All,Both
0.375342466,0.042379133,0.040809258,0.044009398,Observed,BreastCancer,All,Both
0.378082192,0.042292028,0.040717445,0.043927502,Observed,BreastCancer,All,Both
0.380821918,0.042205103,0.040625613,0.043846001,Observed,BreastCancer,All,Both
0.383561644,0.042118356,0.040533766,0.043764892,Observed,BreastCancer,All,Both
0.38630137,0.042031787,0.040441909,0.043684167,Observed,BreastCancer,All,Both
0.389041096,0.041945396,0.040350046,0.043603823,Observed,BreastCancer,All,Both
0.391780822,0.041859183,0.040258182,0.043523853,Observed,BreastCancer,All,Both
0.394520548,0.041773147,0.040166322,0.043444252,Observed,BreastCancer,All,Both
0.397260274,0.041687288,0.04007447,0.043365014,Observed,BreastCancer,All,Both
0.4,0.041601605,0.03998263,0.043286136,Observed,BreastCancer,All,Both
0.402739726,0.041516098,0.039890807,0.04320761,Observed,BreastCancer,All,Both
0.405479452,0.041430768,0.039799005,0.043129433,Observed,BreastCancer,All,Both
0.408219178,0.041345612,0.039707228,0.043051598,Observed,BreastCancer,All,Both
0.410958904,0.041260632,0.039615481,0.042974102,Observed,BreastCancer,All,Both
0.41369863,0.041175826,0.039523768,0.042896938,Observed,BreastCancer,All,Both
0.416438356,0.041091194,0.039432093,0.042820102,Observed,BreastCancer,All,Both
0.419178082,0.041006737,0.03934046,0.042743589,Observed,BreastCancer,All,Both
0.421917808,0.040922453,0.039248873,0.042667395,Observed,BreastCancer,All,Both
0.424657534,0.040838342,0.039157336,0.042591514,Observed,BreastCancer,All,Both
0.42739726,0.040754405,0.039065852,0.042515941,Observed,BreastCancer,All,Both
0.430136986,0.040670639,0.038974426,0.042440673,Observed,BreastCancer,All,Both
0.432876712,0.040587046,0.038883062,0.042365705,Observed,BreastCancer,All,Both
0.435616438,0.040503625,0.038791762,0.042291032,Observed,BreastCancer,All,Both
0.438356164,0.040420375,0.03870053,0.042216649,Observed,BreastCancer,All,Both
0.44109589,0.040337296,0.038609371,0.042142553,Observed,BreastCancer,All,Both
0.443835616,0.040254388,0.038518287,0.04206874,Observed,BreastCancer,All,Both
0.446575342,0.040171651,0.038427281,0.041995204,Observed,BreastCancer,All,Both
0.449315068,0.040089083,0.038336358,0.041921942,Observed,BreastCancer,All,Both
0.452054795,0.040006685,0.03824552,0.041848951,Observed,BreastCancer,All,Both
0.454794521,0.039924457,0.03815477,0.041776226,Observed,BreastCancer,All,Both
0.457534247,0.039842398,0.038064111,0.041703763,Observed,BreastCancer,All,Both
0.460273973,0.039760507,0.037973546,0.041631558,Observed,BreastCancer,All,Both
0.463013699,0.039678784,0.037883079,0.041559608,Observed,BreastCancer,All,Both
0.465753425,0.03959723,0.037792712,0.041487909,Observed,BreastCancer,All,Both
0.468493151,0.039515843,0.037702447,0.041416459,Observed,BreastCancer,All,Both
0.471232877,0.039480107,0.03766929,0.041377972,Observed,BreastCancer,All,Both
0.473972603,0.039474298,0.037673568,0.0413611,Observed,BreastCancer,All,Both
0.476712329,0.039468491,0.037677784,0.041344305,Observed,BreastCancer,All,Both
0.479452055,0.039462685,0.037681935,0.041327588,Observed,BreastCancer,All,Both
0.482191781,0.039456879,0.03768602,0.04131095,Observed,BreastCancer,All,Both
0.484931507,0.039451074,0.037690039,0.041294393,Observed,BreastCancer,All,Both
0.487671233,0.03944527,0.03769399,0.041277916,Observed,BreastCancer,All,Both
0.490410959,0.039439467,0.037697872,0.041261522,Observed,BreastCancer,All,Both
0.493150685,0.039433665,0.037701683,0.041245212,Observed,BreastCancer,All,Both
0.495890411,0.039427864,0.037705424,0.041228987,Observed,BreastCancer,All,Both
0.498630137,0.039422063,0.037709092,0.041212848,Observed,BreastCancer,All,Both
0.501369863,0.039416263,0.037712686,0.041196796,Observed,BreastCancer,All,Both
0.504109589,0.039410465,0.037716206,0.041180832,Observed,BreastCancer,All,Both
0.506849315,0.039404667,0.037719648,0.041164958,Observed,BreastCancer,All,Both
0.509589041,0.03939887,0.037723014,0.041149176,Observed,BreastCancer,All,Both
0.512328767,0.039393073,0.0377263,0.041133485,Observed,BreastCancer,All,Both
0.515068493,0.039387278,0.037729507,0.041117889,Observed,BreastCancer,All,Both
0.517808219,0.039381483,0.037732632,0.041102387,Observed,BreastCancer,All,Both
0.520547945,0.03937569,0.037735674,0.041086982,Observed,BreastCancer,All,Both
0.523287671,0.039369897,0.037738631,0.041071674,Observed,BreastCancer,All,Both
0.526027397,0.039364105,0.037741504,0.041056466,Observed,BreastCancer,All,Both
0.528767123,0.039358314,0.037744289,0.041041358,Observed,BreastCancer,All,Both
0.531506849,0.039352524,0.037746986,0.041026352,Observed,BreastCancer,All,Both
0.534246575,0.039346734,0.037749593,0.041011449,Observed,BreastCancer,All,Both
0.536986301,0.039340945,0.037752108,0.04099665,Observed,BreastCancer,All,Both
0.539726027,0.039335158,0.037754532,0.040981958,Observed,BreastCancer,All,Both
0.542465753,0.039329371,0.03775686,0.040967374,Observed,BreastCancer,All,Both
0.545205479,0.039323585,0.037759094,0.040952898,Observed,BreastCancer,All,Both
0.547945205,0.0393178,0.03776123,0.040938533,Observed,BreastCancer,All,Both
0.550684932,0.039312015,0.037763267,0.040924281,Observed,BreastCancer,All,Both
0.553424658,0.039306232,0.037765205,0.040910141,Observed,BreastCancer,All,Both
0.556164384,0.039300449,0.037767041,0.040896117,Observed,BreastCancer,All,Both
0.55890411,0.039294668,0.037768773,0.040882209,Observed,BreastCancer,All,Both
0.561643836,0.039288887,0.037770402,0.040868419,Observed,BreastCancer,All,Both
0.564383562,0.039283107,0.037771923,0.040854749,Observed,BreastCancer,All,Both
0.567123288,0.039277327,0.037773337,0.0408412,Observed,BreastCancer,All,Both
0.569863014,0.039271549,0.037774642,0.040827774,Observed,BreastCancer,All,Both
0.57260274,0.039265771,0.037775836,0.040814472,Observed,BreastCancer,All,Both
0.575342466,0.039259995,0.037776917,0.040801296,Observed,BreastCancer,All,Both
0.578082192,0.039254219,0.037777885,0.040788247,Observed,BreastCancer,All,Both
0.580821918,0.039248444,0.037778737,0.040775327,Observed,BreastCancer,All,Both
0.583561644,0.03924267,0.037779472,0.040762538,Observed,BreastCancer,All,Both
0.58630137,0.039236897,0.037780088,0.04074988,Observed,BreastCancer,All,Both
0.589041096,0.039231124,0.037780584,0.040737356,Observed,BreastCancer,All,Both
0.591780822,0.039225353,0.037780958,0.040724967,Observed,BreastCancer,All,Both
0.594520548,0.039219582,0.037781209,0.040712715,Observed,BreastCancer,All,Both
0.597260274,0.039213812,0.037781335,0.040700601,Observed,BreastCancer,All,Both
0.6,0.039208043,0.037781335,0.040688626,Observed,BreastCancer,All,Both
0.602739726,0.039202275,0.037781207,0.040676793,Observed,BreastCancer,All,Both
0.605479452,0.039196508,0.03778095,0.040665102,Observed,BreastCancer,All,Both
0.608219178,0.039190741,0.037780562,0.040653556,Observed,BreastCancer,All,Both
0.610958904,0.039184975,0.037780042,0.040642155,Observed,BreastCancer,All,Both
0.61369863,0.039179211,0.037779388,0.040630901,Observed,BreastCancer,All,Both
0.616438356,0.039173447,0.037778598,0.040619795,Observed,BreastCancer,All,Both
0.619178082,0.039167684,0.037777673,0.040608839,Observed,BreastCancer,All,Both
0.621917808,0.039161921,0.037776609,0.040598035,Observed,BreastCancer,All,Both
0.624657534,0.03915616,0.037775406,0.040587383,Observed,BreastCancer,All,Both
0.62739726,0.039150399,0.037774062,0.040576885,Observed,BreastCancer,All,Both
0.630136986,0.03914464,0.037772576,0.040566543,Observed,BreastCancer,All,Both
0.632876712,0.039138881,0.037770947,0.040556356,Observed,BreastCancer,All,Both
0.635616438,0.039133123,0.037769174,0.040546328,Observed,BreastCancer,All,Both
0.638356164,0.039127366,0.037767255,0.040536458,Observed,BreastCancer,All,Both
0.64109589,0.039121609,0.037765189,0.040526749,Observed,BreastCancer,All,Both
0.643835616,0.039115854,0.037762975,0.0405172,Observed,BreastCancer,All,Both
0.646575342,0.039110099,0.037760612,0.040507815,Observed,BreastCancer,All,Both
0.649315068,0.039104346,0.037758099,0.040498592,Observed,BreastCancer,All,Both
0.652054795,0.039098593,0.037755435,0.040489534,Observed,BreastCancer,All,Both
0.654794521,0.039092841,0.037752619,0.040480641,Observed,BreastCancer,All,Both
0.657534247,0.039087089,0.037749649,0.040471914,Observed,BreastCancer,All,Both
0.660273973,0.039081339,0.037746526,0.040463354,Observed,BreastCancer,All,Both
0.663013699,0.039075589,0.037743248,0.040454963,Observed,BreastCancer,All,Both
0.665753425,0.039069841,0.037739815,0.04044674,Observed,BreastCancer,All,Both
0.668493151,0.039064093,0.037736225,0.040438686,Observed,BreastCancer,All,Both
0.671232877,0.039058346,0.037732479,0.040430802,Observed,BreastCancer,All,Both
0.673972603,0.0390526,0.037728575,0.040423089,Observed,BreastCancer,All,Both
0.676712329,0.039046855,0.037724513,0.040415548,Observed,BreastCancer,All,Both
0.679452055,0.03904111,0.037720293,0.040408177,Observed,BreastCancer,All,Both
0.682191781,0.039035366,0.037715913,0.040400979,Observed,BreastCancer,All,Both
0.684931507,0.039029624,0.037711375,0.040393954,Observed,BreastCancer,All,Both
0.687671233,0.039023882,0.037706676,0.040387101,Observed,BreastCancer,All,Both
0.690410959,0.039018141,0.037701818,0.040380421,Observed,BreastCancer,All,Both
0.693150685,0.0390124,0.0376968,0.040373915,Observed,BreastCancer,All,Both
0.695890411,0.039006661,0.037691621,0.040367582,Observed,BreastCancer,All,Both
0.698630137,0.039000922,0.037686283,0.040361422,Observed,BreastCancer,All,Both
0.701369863,0.038995185,0.037680784,0.040355436,Observed,BreastCancer,All,Both
0.704109589,0.038989448,0.037675124,0.040349623,Observed,BreastCancer,All,Both
0.706849315,0.038983712,0.037669305,0.040343983,Observed,BreastCancer,All,Both
0.709589041,0.038977977,0.037663325,0.040338516,Observed,BreastCancer,All,Both
0.712328767,0.038972242,0.037657186,0.040333223,Observed,BreastCancer,All,Both
0.715068493,0.038966509,0.037650888,0.040328101,Observed,BreastCancer,All,Both
0.717808219,0.038960776,0.03764443,0.040323152,Observed,BreastCancer,All,Both
0.720547945,0.038955044,0.037637814,0.040318375,Observed,BreastCancer,All,Both
0.723287671,0.038949314,0.03763104,0.040313768,Observed,BreastCancer,All,Both
0.726027397,0.038943583,0.037624108,0.040309333,Observed,BreastCancer,All,Both
0.728767123,0.038937854,0.037617019,0.040305067,Observed,BreastCancer,All,Both
0.731506849,0.038932126,0.037609774,0.040300971,Observed,BreastCancer,All,Both
0.734246575,0.038926398,0.037602373,0.040297044,Observed,BreastCancer,All,Both
0.736986301,0.038920671,0.037594817,0.040293284,Observed,BreastCancer,All,Both
0.739726027,0.038914946,0.037587108,0.040289692,Observed,BreastCancer,All,Both
0.742465753,0.03890922,0.037579245,0.040286266,Observed,BreastCancer,All,Both
0.745205479,0.038903496,0.037571229,0.040283005,Observed,BreastCancer,All,Both
0.747945205,0.038897773,0.037563063,0.040279908,Observed,BreastCancer,All,Both
0.750684932,0.03889205,0.037554746,0.040276975,Observed,BreastCancer,All,Both
0.753424658,0.038886329,0.03754628,0.040274204,Observed,BreastCancer,All,Both
0.756164384,0.038880608,0.037537667,0.040271594,Observed,BreastCancer,All,Both
0.75890411,0.038874888,0.037528906,0.040269144,Observed,BreastCancer,All,Both
0.761643836,0.038869169,0.037519999,0.040266853,Observed,BreastCancer,All,Both
0.764383562,0.03886345,0.037510948,0.040264719,Observed,BreastCancer,All,Both
0.767123288,0.038857733,0.037501754,0.040262741,Observed,BreastCancer,All,Both
0.769863014,0.038852016,0.037492417,0.040260919,Observed,BreastCancer,All,Both
0.77260274,0.0388463,0.037482941,0.040259249,Observed,BreastCancer,All,Both
0.775342466,0.038840585,0.037473325,0.040257732,Observed,BreastCancer,All,Both
0.778082192,0.038834871,0.037463571,0.040256366,Observed,BreastCancer,All,Both
0.780821918,0.038829158,0.037453681,0.040255149,Observed,BreastCancer,All,Both
0.783561644,0.038823446,0.037443656,0.040254081,Observed,BreastCancer,All,Both
0.78630137,0.038817734,0.037433497,0.040253158,Observed,BreastCancer,All,Both
0.789041096,0.038812023,0.037423207,0.04025238,Observed,BreastCancer,All,Both
0.791780822,0.038806313,0.037412786,0.040251746,Observed,BreastCancer,All,Both
0.794520548,0.038800604,0.037402236,0.040251254,Observed,BreastCancer,All,Both
0.797260274,0.038794896,0.037391559,0.040250902,Observed,BreastCancer,All,Both
0.8,0.038789189,0.037380756,0.040250688,Observed,BreastCancer,All,Both
0.802739726,0.038783482,0.037369829,0.040250612,Observed,BreastCancer,All,Both
0.805479452,0.038777776,0.03735878,0.040250671,Observed,BreastCancer,All,Both
0.808219178,0.038772072,0.037347609,0.040250864,Observed,BreastCancer,All,Both
0.810958904,0.038766368,0.03733632,0.040251189,Observed,BreastCancer,All,Both
0.81369863,0.038760664,0.037324912,0.040251645,Observed,BreastCancer,All,Both
0.816438356,0.038754962,0.037313389,0.040252229,Observed,BreastCancer,All,Both
0.819178082,0.03874926,0.037301751,0.040252942,Observed,BreastCancer,All,Both
0.821917808,0.03874356,0.03729,0.040253779,Observed,BreastCancer,All,Both
0.824657534,0.03873786,0.037278138,0.040254741,Observed,BreastCancer,All,Both
0.82739726,0.038732161,0.037266166,0.040255826,Observed,BreastCancer,All,Both
0.830136986,0.038726463,0.037254087,0.040257031,Observed,BreastCancer,All,Both
0.832876712,0.038720765,0.037241901,0.040258355,Observed,BreastCancer,All,Both
0.835616438,0.038715069,0.03722961,0.040259797,Observed,BreastCancer,All,Both
0.838356164,0.038709373,0.037217217,0.040261355,Observed,BreastCancer,All,Both
0.84109589,0.038703679,0.037204722,0.040263027,Observed,BreastCancer,All,Both
0.843835616,0.038697985,0.037192128,0.040264812,Observed,BreastCancer,All,Both
0.846575342,0.038692291,0.037179435,0.040266707,Observed,BreastCancer,All,Both
0.849315068,0.038686599,0.037166645,0.040268712,Observed,BreastCancer,All,Both
0.852054795,0.038680908,0.037153761,0.040270825,Observed,BreastCancer,All,Both
0.854794521,0.038675217,0.037140783,0.040273045,Observed,BreastCancer,All,Both
0.857534247,0.038669527,0.037127713,0.040275369,Observed,BreastCancer,All,Both
0.860273973,0.038663838,0.037114553,0.040277796,Observed,BreastCancer,All,Both
0.863013699,0.03865815,0.037101304,0.040280325,Observed,BreastCancer,All,Both
0.865753425,0.038652463,0.037087968,0.040282954,Observed,BreastCancer,All,Both
0.868493151,0.038646776,0.037074546,0.040285681,Observed,BreastCancer,All,Both
0.871232877,0.038641091,0.037061039,0.040288506,Observed,BreastCancer,All,Both
0.873972603,0.038635406,0.03704745,0.040291426,Observed,BreastCancer,All,Both
0.876712329,0.038629722,0.03703378,0.040294441,Observed,BreastCancer,All,Both
0.879452055,0.038624039,0.037020029,0.040297548,Observed,BreastCancer,All,Both
0.882191781,0.038618357,0.0370062,0.040300746,Observed,BreastCancer,All,Both
0.884931507,0.038612675,0.036992294,0.040304034,Observed,BreastCancer,All,Both
0.887671233,0.038606995,0.036978313,0.040307411,Observed,BreastCancer,All,Both
0.890410959,0.038601315,0.036964257,0.040310874,Observed,BreastCancer,All,Both
0.893150685,0.038595636,0.036950129,0.040314423,Observed,BreastCancer,All,Both
0.895890411,0.038589958,0.036935928,0.040318057,Observed,BreastCancer,All,Both
0.898630137,0.038584281,0.036921658,0.040321774,Observed,BreastCancer,All,Both
0.901369863,0.038578604,0.036907318,0.040325572,Observed,BreastCancer,All,Both
0.904109589,0.038572929,0.036892911,0.04032945,Observed,BreastCancer,All,Both
0.906849315,0.038567254,0.036878438,0.040333408,Observed,BreastCancer,All,Both
0.909589041,0.03856158,0.0368639,0.040337443,Observed,BreastCancer,All,Both
0.912328767,0.038555907,0.036849298,0.040341555,Observed,BreastCancer,All,Both
0.915068493,0.038550235,0.036834633,0.040345743,Observed,BreastCancer,All,Both
0.917808219,0.038544564,0.036819906,0.040350004,Observed,BreastCancer,All,Both
0.920547945,0.038538893,0.03680512,0.040354339,Observed,BreastCancer,All,Both
0.923287671,0.038533223,0.036790274,0.040358745,Observed,BreastCancer,All,Both
0.926027397,0.038527554,0.036775371,0.040363222,Observed,BreastCancer,All,Both
0.928767123,0.038521886,0.036760411,0.040367768,Observed,BreastCancer,All,Both
0.931506849,0.038516219,0.036745395,0.040372383,Observed,BreastCancer,All,Both
0.934246575,0.038510553,0.036730324,0.040377064,Observed,BreastCancer,All,Both
0.936986301,0.038510219,0.036724256,0.040383036,Observed,BreastCancer,All,Both
0.939726027,0.038530805,0.036753664,0.040393876,Observed,BreastCancer,All,Both
0.942465753,0.038551402,0.036783034,0.040404785,Observed,BreastCancer,All,Both
0.945205479,0.03857201,0.036812365,0.040415767,Observed,BreastCancer,All,Both
0.947945205,0.038592629,0.036841655,0.040426821,Observed,BreastCancer,All,Both
0.950684932,0.038613259,0.036870904,0.04043795,Observed,BreastCancer,All,Both
0.953424658,0.0386339,0.03690011,0.040449154,Observed,BreastCancer,All,Both
